"Time","Wattage","Temperature"
2024-02-24 17:27:38.257,10.2,40
2024-02-24 17:27:38.337,9.85,40
2024-02-24 17:27:38.382,9.80,40
2024-02-24 17:27:38.428,10.1,40
2024-02-24 17:27:38.517,10.8,40
2024-02-24 17:27:38.528,9.68,40
2024-02-24 17:27:38.572,10.0,40
2024-02-24 17:27:38.628,10.4,40
2024-02-24 17:27:38.652,10.2,40
2024-02-24 17:27:38.719,10.4,40
2024-02-24 17:27:37.034,10.0,40
2024-02-24 17:27:37.528,9.80,40
2024-02-24 17:27:37.819,10.2,40
2024-02-24 17:27:38.024,9.78,40
2024-02-24 17:27:38.202,9.66,40
