Time,Wattage
2024-02-24 17:50:38.2180,1.52
2024-02-24 17:50:38.2650,1.2
2024-02-24 17:50:38.3120,1.67
2024-02-24 17:50:38.3540,0.969
2024-02-24 17:50:38.4000,1.53
2024-02-24 17:50:38.4580,1.45
2024-02-24 17:50:38.5340,1.43
2024-02-24 17:50:38.5800,1.31
2024-02-24 17:50:38.6260,1.13
2024-02-24 17:50:38.6680,1.41
2024-02-24 17:50:38.7150,1.07
2024-02-24 17:50:38.7620,1.56
2024-02-24 17:50:38.8030,1.17
2024-02-24 17:50:38.8490,1.59
2024-02-24 17:50:38.9380,0.868
2024-02-24 17:50:39.0300,1.5
2024-02-24 17:50:39.0420,1.14
2024-02-24 17:50:39.1180,1.31
2024-02-24 17:50:39.1420,1.45
2024-02-24 17:50:39.2130,1.31
2024-02-24 17:50:39.2340,1.42
2024-02-24 17:50:39.2790,1.31
2024-02-24 17:50:39.3020,1.47
2024-02-24 17:50:39.3690,1.22
2024-02-24 17:50:39.4340,1.37
2024-02-24 17:50:39.4800,1.36
2024-02-24 17:50:39.5260,1.54
2024-02-24 17:50:39.6140,1.61
2024-02-24 17:50:39.6630,1.45
2024-02-24 17:50:39.7030,1.48
2024-02-24 17:50:39.7500,1.19
2024-02-24 17:50:39.8200,1.29
2024-02-24 17:50:39.9080,1.56
2024-02-24 17:50:39.9300,1
2024-02-24 17:50:39.9760,1.4
2024-02-24 17:50:40.0180,1.23
2024-02-24 17:50:40.0650,1.44
2024-02-24 17:50:40.1110,1.27
2024-02-24 17:50:40.1540,1.45
2024-02-24 17:50:40.1990,1.3
2024-02-24 17:50:40.2700,1.52
2024-02-24 17:50:40.3340,1.28
2024-02-24 17:50:40.3810,1.62
2024-02-24 17:50:40.4260,1.21
2024-02-24 17:50:40.4690,1.55
2024-02-24 17:50:40.5140,1.3
2024-02-24 17:50:40.5610,1.35
2024-02-24 17:50:40.6060,1.2
2024-02-24 17:50:40.6490,1.38
2024-02-24 17:50:40.7090,1.57
2024-02-24 17:50:40.7840,1.25
2024-02-24 17:50:40.8300,1.43
2024-02-24 17:50:40.8760,1.29
2024-02-24 17:50:40.9180,1.46
2024-02-24 17:50:40.9650,0.951
2024-02-24 17:50:41.0120,1.49
2024-02-24 17:50:41.0570,1.33
2024-02-24 17:50:41.0990,1.41
2024-02-24 17:50:41.1590,1.36
2024-02-24 17:50:41.2350,1.52
2024-02-24 17:50:41.2810,1.26
2024-02-24 17:50:41.3290,1.5
2024-02-24 17:50:41.3680,1.34
2024-02-24 17:50:41.4140,1.34
2024-02-24 17:50:41.4640,1.38
2024-02-24 17:50:41.5090,1.14
2024-02-24 17:50:41.5970,1.56
2024-02-24 17:50:41.6420,1.38
2024-02-24 17:50:41.6860,1.52
2024-02-24 17:50:41.7310,0.967
2024-02-24 17:50:41.7760,1.57
2024-02-24 17:50:41.8210,1.19
2024-02-24 17:50:41.8650,1.4
2024-02-24 17:50:41.9120,1.14
2024-02-24 17:50:41.9540,1.29
2024-02-24 17:50:42.0210,1.5
2024-02-24 17:50:42.0590,1.12
2024-02-24 17:50:42.1820,1.68
2024-02-24 17:50:42.2050,1.3
2024-02-24 17:50:42.2700,1.43
2024-02-24 17:50:42.2930,0.966
2024-02-24 17:50:42.3370,1.49
2024-02-24 17:50:42.3820,1.3
2024-02-24 17:50:42.4040,1.57
2024-02-24 17:50:42.4720,1.39
2024-02-24 17:50:42.5060,1.61
2024-02-24 17:50:42.5840,1.35
2024-02-24 17:50:42.6310,1.19
2024-02-24 17:50:42.6770,1.24
2024-02-24 17:50:42.7660,1.35
2024-02-24 17:50:42.7990,1.36
2024-02-24 17:50:42.8440,1.13
2024-02-24 17:50:42.8790,1.73
2024-02-24 17:50:42.9120,0.955
2024-02-24 17:50:42.9700,1.55
2024-02-24 17:50:43.0330,1.26
2024-02-24 17:50:43.0810,1.42
2024-02-24 17:50:43.1260,1.44
2024-02-24 17:50:43.1700,1.41
2024-02-24 17:50:43.2160,1.38
2024-02-24 17:50:43.2620,1.32
2024-02-24 17:50:43.3050,1.72
2024-02-24 17:50:43.3600,0.991
2024-02-24 17:50:43.4210,1.36
2024-02-24 17:50:43.4840,1.14
2024-02-24 17:50:43.5310,1.76
2024-02-24 17:50:43.5760,1.08
2024-02-24 17:50:43.6180,1.39
2024-02-24 17:50:43.6650,1.22
2024-02-24 17:50:43.7120,1.28
2024-02-24 17:50:43.7540,1.28
2024-02-24 17:50:43.8220,1.49
2024-02-24 17:50:43.8620,1.66
2024-02-24 17:50:43.9340,1.3
2024-02-24 17:50:43.9820,1.17
2024-02-24 17:50:44.0280,1.57
2024-02-24 17:50:44.0700,1.44
2024-02-24 17:50:44.1170,1.21
2024-02-24 17:50:44.1630,1.45
2024-02-24 17:50:44.2030,1.33
2024-02-24 17:50:44.2720,1.61
2024-02-24 17:50:44.3190,1.28
2024-02-24 17:50:44.3850,1.63
2024-02-24 17:50:44.4300,1.08
2024-02-24 17:50:44.4760,1.27
2024-02-24 17:50:44.5180,1.31
2024-02-24 17:50:44.5660,1.13
2024-02-24 17:50:44.6110,1.29
2024-02-24 17:50:44.6530,1.28
2024-02-24 17:50:44.7220,1.23
2024-02-24 17:50:44.7580,1.19
2024-02-24 17:50:44.8580,1.63
2024-02-24 17:50:44.8810,1.38
2024-02-24 17:50:44.9260,1.25
2024-02-24 17:50:44.9690,1.24
2024-02-24 17:50:45.0150,1.42
2024-02-24 17:50:45.0630,1.08
2024-02-24 17:50:45.1040,1.4
2024-02-24 17:50:45.1720,1.37
2024-02-24 17:50:45.2080,1.39
2024-02-24 17:50:45.2840,1.17
2024-02-24 17:50:45.3300,1.51
2024-02-24 17:50:45.3790,1.71
2024-02-24 17:50:45.4180,1.21
2024-02-24 17:50:45.4640,1.39
2024-02-24 17:50:45.5140,1.06
2024-02-24 17:50:45.5550,1.32
2024-02-24 17:50:45.6220,1.35
2024-02-24 17:50:45.7820,1.47
2024-02-24 17:50:45.8680,1.28
2024-02-24 17:50:45.9380,1.23
2024-02-24 17:50:45.9830,1.24
2024-02-24 17:50:46.0050,1.57
2024-02-24 17:50:46.1090,1.19
2024-02-24 17:50:46.1540,1.76
2024-02-24 17:50:46.1990,1
2024-02-24 17:50:46.2750,1.54
2024-02-24 17:50:46.3180,1
2024-02-24 17:50:46.3300,1.51
2024-02-24 17:50:46.3860,1.37
2024-02-24 17:50:46.4320,1.5
2024-02-24 17:50:46.4530,1.45
2024-02-24 17:50:46.5110,1.55
2024-02-24 17:50:46.5940,1.17
2024-02-24 17:50:46.6340,1.29
2024-02-24 17:50:46.6810,1.26
2024-02-24 17:50:46.7260,1.26
2024-02-24 17:50:46.7690,1.33
2024-02-24 17:50:46.8150,1.09
2024-02-24 17:50:46.8630,1.72
2024-02-24 17:50:46.9500,1.21
2024-02-24 17:50:46.9950,1.66
2024-02-24 17:50:47.0420,1.14
2024-02-24 17:50:47.0860,1.62
2024-02-24 17:50:47.1310,1.4
2024-02-24 17:50:47.2200,1.34
2024-02-24 17:50:47.2420,1.45
2024-02-24 17:50:47.3090,1.1
2024-02-24 17:50:47.3530,1.51
2024-02-24 17:50:47.3760,1.1
2024-02-24 17:50:47.4120,1.49
2024-02-24 17:50:47.5580,1.5
2024-02-24 17:50:47.5810,1.1
2024-02-24 17:50:47.6270,1.37
2024-02-24 17:50:47.6690,1.42
2024-02-24 17:50:47.7160,1.35
2024-02-24 17:50:47.7610,1.08
2024-02-24 17:50:47.8030,1.27
2024-02-24 17:50:47.8720,1.51
2024-02-24 17:50:47.9190,1.43
2024-02-24 17:50:48.0310,1.23
2024-02-24 17:50:48.0540,1.48
2024-02-24 17:50:48.0870,1.21
2024-02-24 17:50:48.1200,1.49
2024-02-24 17:50:48.1660,1.49
2024-02-24 17:50:48.2130,1.1
2024-02-24 17:50:48.2540,1.5
2024-02-24 17:50:48.3220,1.24
2024-02-24 17:50:48.3890,1.57
2024-02-24 17:50:48.4350,1.19
2024-02-24 17:50:48.4800,1.28
2024-02-24 17:50:48.5470,1.34
2024-02-24 17:50:48.5700,1.26
2024-02-24 17:50:48.6160,1.23
2024-02-24 17:50:48.6630,1.4
2024-02-24 17:50:48.7030,1.41
2024-02-24 17:50:48.7620,1.54
2024-02-24 17:50:48.8380,1.55
2024-02-24 17:50:48.8830,1.31
2024-02-24 17:50:48.9310,1.32
2024-02-24 17:50:48.9760,1.21
2024-02-24 17:50:49.0650,1.71
2024-02-24 17:50:49.1110,1.18
2024-02-24 17:50:49.1550,1.15
2024-02-24 17:50:49.2210,1.57
2024-02-24 17:50:49.2690,1.08
2024-02-24 17:50:49.3810,1.44
2024-02-24 17:50:49.4040,1.33
2024-02-24 17:50:49.4380,1.08
2024-02-24 17:50:49.4710,1.68
2024-02-24 17:50:49.5170,1.2
2024-02-24 17:50:49.5640,1.44
2024-02-24 17:50:49.6040,1.05
2024-02-24 17:50:49.6710,1.68
2024-02-24 17:50:49.7390,1
2024-02-24 17:50:49.7830,1.39
2024-02-24 17:50:49.8320,1.31
2024-02-24 17:50:49.8770,1.37
2024-02-24 17:50:49.9660,1.44
2024-02-24 17:50:49.9890,1.38
2024-02-24 17:50:50.0560,1.57
2024-02-24 17:50:50.0790,1.32
2024-02-24 17:50:50.1260,1.46
2024-02-24 17:50:50.2210,1.23
2024-02-24 17:50:50.2430,1.45
2024-02-24 17:50:50.2810,1.02
2024-02-24 17:50:50.3270,1.45
2024-02-24 17:50:50.3690,1.26
2024-02-24 17:50:50.4140,1.6
2024-02-24 17:50:50.4620,1.22
2024-02-24 17:50:50.5040,1.4
2024-02-24 17:50:50.5720,1.27
2024-02-24 17:50:50.6510,1.2
2024-02-24 17:50:50.6850,1.26
2024-02-24 17:50:50.7310,1.29
2024-02-24 17:50:50.7770,1.49
2024-02-24 17:50:50.8180,1.02
2024-02-24 17:50:50.8640,1.78
2024-02-24 17:50:50.9130,1.12
2024-02-24 17:50:50.9530,1.34
2024-02-24 17:50:51.0250,1.37
2024-02-24 17:50:51.1100,1.25
2024-02-24 17:50:51.1800,1.35
2024-02-24 17:50:51.2040,1.56
2024-02-24 17:50:51.2680,1.66
2024-02-24 17:50:51.2920,1.27
2024-02-24 17:50:51.3360,1.25
2024-02-24 17:50:51.3820,1.35
2024-02-24 17:50:51.4040,1.31
2024-02-24 17:50:51.4720,1.23
2024-02-24 17:50:51.5420,1.51
2024-02-24 17:50:51.5840,1.08
2024-02-24 17:50:51.6310,1.5
2024-02-24 17:50:51.6800,1.4
2024-02-24 17:50:51.7650,1.34
2024-02-24 17:50:51.8110,1.19
2024-02-24 17:50:51.8560,1.33
2024-02-24 17:50:51.8800,1.49
2024-02-24 17:50:51.9260,1.22
2024-02-24 17:50:52.0340,1.24
2024-02-24 17:50:52.0460,1.45
2024-02-24 17:50:52.0810,1.41
2024-02-24 17:50:52.1260,1.38
2024-02-24 17:50:52.1700,1.26
2024-02-24 17:50:52.2150,1.38
2024-02-24 17:50:52.2630,1.41
2024-02-24 17:50:52.3480,1.33
2024-02-24 17:50:52.3930,1.41
2024-02-24 17:50:52.4500,1.19
2024-02-24 17:50:52.4830,1.36
2024-02-24 17:50:52.5300,1.11
2024-02-24 17:50:52.5770,1.39
2024-02-24 17:50:52.6220,1.42
2024-02-24 17:50:52.6670,1.45
2024-02-24 17:50:52.7140,1.1
2024-02-24 17:50:52.7550,1.5
2024-02-24 17:50:52.8220,1.5
2024-02-24 17:50:52.8930,1.47
2024-02-24 17:50:52.9340,1.4
2024-02-24 17:50:52.9830,1.13
2024-02-24 17:50:53.0270,1.78
2024-02-24 17:50:53.0690,1.05
2024-02-24 17:50:53.1160,1.64
2024-02-24 17:50:53.1630,1.09
2024-02-24 17:50:53.2040,1.69
2024-02-24 17:50:53.2600,0.979
2024-02-24 17:50:53.3380,1.42
2024-02-24 17:50:53.3830,1.21
2024-02-24 17:50:53.4300,1.22
2024-02-24 17:50:53.5190,1.61
2024-02-24 17:50:53.5420,1.13
2024-02-24 17:50:53.5870,1.44
2024-02-24 17:50:53.6320,1.31
2024-02-24 17:50:53.6540,1.53
2024-02-24 17:50:53.7110,0.977
2024-02-24 17:50:53.7710,1.46
2024-02-24 17:50:53.8350,1.49
2024-02-24 17:50:53.8810,1.74
2024-02-24 17:50:53.9260,1.12
2024-02-24 17:50:53.9680,1.46
2024-02-24 17:50:54.0150,1.39
2024-02-24 17:50:54.0620,1.36
2024-02-24 17:50:54.1090,1.24
2024-02-24 17:50:54.2080,0.996
2024-02-24 17:50:54.2870,1.07
2024-02-24 17:50:54.3340,1.52
2024-02-24 17:50:54.3800,0.982
2024-02-24 17:50:54.4200,1.56
2024-02-24 17:50:54.4660,1.21
2024-02-24 17:50:54.5250,1.33
2024-02-24 17:50:54.5590,1.42
2024-02-24 17:50:54.6250,1.22
2024-02-24 17:50:54.7130,1.37
2024-02-24 17:50:54.7810,1.28
2024-02-24 17:50:54.8040,1.48
2024-02-24 17:50:54.8690,1.2
2024-02-24 17:50:54.8930,1.3
2024-02-24 17:50:54.9150,1.23
2024-02-24 17:50:54.9820,1.24
2024-02-24 17:50:55.0040,1.24
2024-02-24 17:50:55.0600,1.51
2024-02-24 17:50:55.1200,1.27
2024-02-24 17:50:55.1830,1.46
2024-02-24 17:50:55.2320,1.36
2024-02-24 17:50:55.2760,1.32
2024-02-24 17:50:55.3190,1.25
2024-02-24 17:50:55.3650,1.41
2024-02-24 17:50:55.4140,1.38
2024-02-24 17:50:55.4550,1.21
2024-02-24 17:50:55.5110,1.49
2024-02-24 17:50:55.5920,1.07
2024-02-24 17:50:55.6330,1.27
2024-02-24 17:50:55.6820,1.51
2024-02-24 17:50:55.7260,1.38
2024-02-24 17:50:55.7680,1.25
2024-02-24 17:50:55.8160,1.53
2024-02-24 17:50:55.8630,1.14
2024-02-24 17:50:55.9050,1.65
2024-02-24 17:50:55.9610,1.14
2024-02-24 17:50:56.0430,1.51
2024-02-24 17:50:56.0840,1.33
2024-02-24 17:50:56.1300,1.44
2024-02-24 17:50:56.1760,1.52
2024-02-24 17:50:56.2190,1.25
2024-02-24 17:50:56.2640,1.37
2024-02-24 17:50:56.3120,1.51
2024-02-24 17:50:56.3530,1.35
2024-02-24 17:50:56.4220,1.33
2024-02-24 17:50:56.5340,1.66
2024-02-24 17:50:56.5460,0.98
2024-02-24 17:50:56.5810,1.55
2024-02-24 17:50:56.6260,1.25
2024-02-24 17:50:56.6690,1.51
2024-02-24 17:50:56.7210,1.02
2024-02-24 17:50:56.7660,1.52
2024-02-24 17:50:56.8110,1.32
2024-02-24 17:50:56.8610,1.24
2024-02-24 17:50:56.9380,1.32
2024-02-24 17:50:57.0300,1.18
2024-02-24 17:50:57.0430,1.55
2024-02-24 17:50:57.1200,1.35
2024-02-24 17:50:57.1440,1.41
2024-02-24 17:50:57.2570,1.24
2024-02-24 17:50:57.3250,1.63
2024-02-24 17:50:57.3480,1.18
2024-02-24 17:50:57.3930,1.51
2024-02-24 17:50:57.4380,1.4
2024-02-24 17:50:57.4490,1.51
2024-02-24 17:50:57.5240,1.24
2024-02-24 17:50:57.5690,1.3
2024-02-24 17:50:57.5930,1.56
2024-02-24 17:50:57.6370,1.18
2024-02-24 17:50:57.7040,1.52
2024-02-24 17:50:57.7150,1.08
2024-02-24 17:50:57.8210,1.58
2024-02-24 17:50:57.8850,1.34
2024-02-24 17:50:57.8960,1.5
2024-02-24 17:50:57.9300,1.02
2024-02-24 17:50:57.9800,1.3
2024-02-24 17:50:58.0190,1.3
2024-02-24 17:50:58.0660,1.46
2024-02-24 17:50:58.1110,1.47
2024-02-24 17:50:58.1530,1.28
2024-02-24 17:50:58.2210,1.52
2024-02-24 17:50:58.3000,1.29
2024-02-24 17:50:58.3820,1.28
2024-02-24 17:50:58.3940,1.19
2024-02-24 17:50:58.4510,1.45
2024-02-24 17:50:58.4730,1.37
2024-02-24 17:50:58.5200,1.57
2024-02-24 17:50:58.5650,1.12
2024-02-24 17:50:58.6090,1.41
2024-02-24 17:50:58.6610,1.54
2024-02-24 17:50:58.7850,1.12
2024-02-24 17:50:58.7970,1.33
2024-02-24 17:50:58.8310,1.36
2024-02-24 17:50:58.8770,1.58
2024-02-24 17:50:58.9660,1.15
2024-02-24 17:50:59.0110,1.21
2024-02-24 17:50:59.1220,1.08
2024-02-24 17:50:59.1650,1.42
2024-02-24 17:50:59.2000,1.63
2024-02-24 17:50:59.2340,1.38
2024-02-24 17:50:59.2800,1.58
2024-02-24 17:50:59.3270,1.04
2024-02-24 17:50:59.3690,1.46
2024-02-24 17:50:59.4150,1.3
2024-02-24 17:50:59.4610,1.45
2024-02-24 17:50:59.5030,1.22
2024-02-24 17:50:59.5720,1.34
2024-02-24 17:50:59.6850,1.32
2024-02-24 17:50:59.7090,1.3
2024-02-24 17:50:59.7330,1.52
2024-02-24 17:50:59.7790,1.14
2024-02-24 17:50:59.8190,1.51
2024-02-24 17:50:59.8650,1.43
2024-02-24 17:50:59.9130,1.39
2024-02-24 17:50:59.9560,1.07
2024-02-24 17:51:00.0470,1.4
2024-02-24 17:51:00.0930,1.06
2024-02-24 17:51:00.1340,1.45
2024-02-24 17:51:00.2270,1.32
2024-02-24 17:51:00.2720,1.48
2024-02-24 17:51:00.2840,1.37
2024-02-24 17:51:00.3390,1.15
2024-02-24 17:51:00.3750,1.54
2024-02-24 17:51:00.4090,1.21
2024-02-24 17:51:00.4720,1.4
2024-02-24 17:51:00.5390,1.17
2024-02-24 17:51:00.5850,1.6
2024-02-24 17:51:00.6330,1.01
2024-02-24 17:51:00.7190,1.42
2024-02-24 17:51:00.7420,1.05
2024-02-24 17:51:00.7880,1.53
2024-02-24 17:51:00.8550,0
2024-02-24 17:51:00.9120,0
2024-02-24 17:51:00.9890,0
2024-02-24 17:51:01.0350,0
2024-02-24 17:51:01.0800,0
2024-02-24 17:51:01.1280,0
2024-02-24 17:51:01.1680,0
2024-02-24 17:51:01.2160,0
2024-02-24 17:51:01.2620,0
2024-02-24 17:51:01.3040,0
2024-02-24 17:51:01.3610,0
2024-02-24 17:51:01.4390,0
2024-02-24 17:51:01.5310,0
2024-02-24 17:51:01.5540,0
2024-02-24 17:51:01.5990,0
2024-02-24 17:51:01.6220,0
2024-02-24 17:51:01.6700,0
2024-02-24 17:51:01.7160,0
2024-02-24 17:51:01.8010,0
2024-02-24 17:51:01.8470,0
2024-02-24 17:51:01.9360,0
2024-02-24 17:51:01.9480,0
2024-02-24 17:51:02.0240,0
2024-02-24 17:51:02.0690,0
2024-02-24 17:51:02.0930,0
2024-02-24 17:51:02.1150,0
2024-02-24 17:51:02.1830,0
2024-02-24 17:51:02.2060,0
2024-02-24 17:51:02.2700,0
2024-02-24 17:51:02.3420,0
2024-02-24 17:51:02.3850,0
2024-02-24 17:51:02.4310,0
2024-02-24 17:51:02.4800,0
2024-02-24 17:51:02.5180,0
2024-02-24 17:51:02.6120,0
2024-02-24 17:51:02.6470,0
2024-02-24 17:51:02.6820,0
